ff,city,state,pop,obese
7,Corinth,MS,37164,33.133333
4,Crystal Springs,MS,277598,36.100000
5,D'Iberville,MS,334327,35.100000
1,Diamondhead,MS,45255,34.500000
2,East Olive Branch,MS,202846,37.466666
9,Ellisville,MS,165142,38.033333
1,Escatawpa,MS,140298,33.666666
3,Eupora,MS,40067,36.733333
5,Flowood,MS,145165,34.666666
12,Forest,MS,44595,37.333333
10,Fulton,MS,108382,35.433333
6,Gautier,MS,140298,33.666666
12,Greenville,MS,83654,38.133333
12,Greenwood,MS,41371,38.266666
21,Grenada,MS,47407,37.100000
25,Gulfport,MS,194029,35.100000
64,Hattiesburg,MS,222928,38.033333
7,Hazlehurst,MS,63855,35.866666
3,Hernando,MS,166234,33.533333
9,Holly Springs,MS,73832,37.466666
6,Horn Lake,MS,166234,33.533333
4,Houston,MS,17416,35.733333
5,Indianola,MS,28431,40.266666
2,Iuka,MS,19591,31.066666
45,Jackson,MS,492276,36.100000
13,Kosciusko,MS,72239,36.933333
13,Laurel,MS,68641,36.366666
2,Long Beach,MS,194029,35.100000
1,Longbeach,MS,194029,35.100000
5,Louisville,MS,19029,35.666666
8,Lucedale,MS,177539,37.633333
3,Macon,MS,40582,39.466666
7,Madison,MS,98468,31.800000
10,Magee,MS,39406,35.666666
2,Marks,MS,42271,38.533333
8,McComb,MS,40100,37.433333
2,Mendenhall,MS,172539,35.333333
33,Meridian,MS,96776,35.666666
5,Moss Point,MS,140298,33.666666
19,Natchez,MS,180058,41.700000
12,New Albany,MS,58008,35.166666
10,Newton,MS,38124,38.200000
8,Ocean Springs,MS,140298,33.666666
14,Olive Branch,MS,202846,37.466666
19,Oxford,MS,80089,35.033333
8,Pascagoula,MS,140298,33.666666
1,Pass Christian,MS,194029,35.100000
7,Pearl,MS,145165,34.666666
15,Petal,MS,157621,36.366666
25,Philadelphia,MS,82446,36.300000
13,Picayune,MS,100550,34.500000
11,Pontotoc,MS,115636,35.033333
5,Poplarville,MS,100550,34.500000
4,Purvis,MS,134680,35.933333
2,Quitman,MS,16556,34.466666
7,Richland,MS,393808,36.100000
10,Ridgeland,MS,98468,31.800000
4,Ripley,MS,22025,34.866666
2,Robinsonville,MS,10475,38.733333
1,Saltillo,MS,85042,32.933333
1,Sardis,MS,34473,35.666666
11,Senatobia,MS,62963,35.666666
8,Southaven,MS,166234,33.533333
27,Starkville,MS,128289,37.466666
1,Tunica,MS,10475,38.733333
35,Tupelo,MS,138976,35.433333
3,Tylertown,MS,81642,37.933333
13,Vicksburg,MS,49470,37.933333
3,Waveland,MS,45255,34.500000
7,Waynesboro,MS,37217,35.666666
3,West Hattiesburg,MS,154287,38.033333
14,West Point,MS,56848,37.466666
15,Wiggins,MS,107008,35.933333
6,Winona,MS,21037,35.666666
11,Yazoo City,MS,37384,39.600000
6,Anaconda,MT,46739,26.366666
3,Belgrade,MT,92614,19.833333
26,Billings,MT,151882,26.500000
14,Bozeman,MT,108181,22.866666
9,Butte,MT,45804,25.733333
2,Columbia Falls,MT,91633,22.466666
2,Columbus,MT,19322,25.733333
2,Cut Bank,MT,13711,29.033333
4,Deer Lodge,MT,16323,26.366666
2,Dillon,MT,9346,24.166666
2,Glasgow,MT,7505,26.333333
3,Glendive,MT,10406,26.466666
15,Great Falls,MT,81723,25.633333
3,Hamilton,MT,40617,22.233333
2,Hardin,MT,13061,32.100000
5,Havre,MT,23049,31.000000
18,Helena,MT,76277,23.966666
9,Kalispell,MT,91633,22.466666
9,Laurel,MT,171204,26.500000
2,Lewistown,MT,11435,24.400000
2,Libby,MT,19491,25.466666
3,Livingston,MT,15567,22.866666
1,Lolo,MT,110977,21.866666
3,Miles City,MT,11888,24.066666
15,Missoula,MT,110977,21.866666
2,Polson,MT,28986,26.500000
1,Ronan,MT,28986,26.500000
2,Shelby,MT,5220,27.333333
2,Sidney,MT,10810,28.900000
1,West Yellowston,MT,92614,19.833333
3,Whitefish,MT,91633,22.466666
3,Wolf Point,MT,20133,31.733333
16,Aberdeen,NC,140838,32.033333
2,Advance,NC,41433,28.666666
10,Ahoskie,NC,45091,33.966666
9,Albemarle,NC,60576,27.466666
1,Alliance,NC,13074,29.033333
3,Andrews,NC,26992,27.866666
3,Angier,NC,1249224,32.400000
15,Apex,NC,1018127,27.033333
6,Archdale,NC,643345,29.200000
4,Arden,NC,352756,25.600000
10,Asheboro,NC,142466,29.200000
38,Asheville,NC,244490,25.600000
2,Atlantic Beach,NC,67632,28.833333
4,Ayden,NC,193983,33.666666
2,Banner Elk,NC,69506,29.333333
4,Battleboro,NC,151662,35.533333
1,Beaufort,NC,67632,28.833333
2,Belhaven,NC,53366,33.133333
6,Belmont,NC,208049,27.700000
12,Benson,NC,297073,32.400000
4,Beulaville,NC,243296,33.333333
4,Biscoe,NC,117970,31.066666
16,Black Mountain,NC,465077,32.200000
2,Bladenboro,NC,92553,34.233333
3,Boiling Springs,NC,97474,30.633333
8,Boone,NC,51871,27.266666
8,Brevard,NC,91757,27.800000
6,Bryson City,NC,48010,31.766666
1,Burgaw,NC,54195,30.266666
39,Burlington,NC,678016,32.333333
4,Burnsville,NC,17630,28.500000
2,Candor,NC,74295,31.066666
13,Canton,NC,303398,27.800000
2,Cape Carteret,NC,250895,29.466666
3,Carolina Beach,NC,209234,26.833333
3,Carrboro,NC,137941,24.300000
3,Carthage,NC,1059333,28.166666
21,Cary,NC,952151,26.733333
2,Chadbourn,NC,57638,31.766666
10,Chapel Hill,NC,203917,26.633333
162,Charlotte,NC,1362049,30.433333
9,Cherokee,NC,54589,32.133333
2,Cherry Point,NC,172402,31.666666
9,Cherryville,NC,384836,30.633333
1,China Grove,NC,138180,31.333333
3,Chocowinity,NC,220061,33.666666
2,Claremont,NC,154339,28.100000
15,Clayton,NC,1127089,32.400000
14,Clemmons,NC,521397,29.200000
9,Clinton,NC,63949,34.000000
1,Clyde,NC,58908,27.800000
4,Columbus,NC,20271,24.833333
19,Concord,NC,184498,30.433333
5,Conover,NC,154339,28.100000
5,Cornelius,NC,969031,26.900000
1,Cramerton,NC,208049,27.700000
11,Creedmoor,NC,1012587,30.566666
1,Currituck,NC,24077,30.400000
9,Dallas,NC,287362,28.266666
9,Denver,NC,233652,28.433333
4,Dobson,NC,84488,30.500000
32,Dunn,NC,685071,34.000000
96,Durham,NC,1435709,29.700000
7,Eden,NC,92720,31.666666
6,Edenton,NC,28335,31.566666
18,Elizabeth City,NC,50681,31.766666
4,Elizabethtown,NC,34915,34.233333
10,Elkin,NC,142867,30.500000
1,Erwin,NC,122135,31.466666
1,Fairmont,NC,135496,37.066666
6,Farmville,NC,193983,33.666666
88,Fayetteville,NC,409500,34.233333
1,Flat Rock,NC,108266,24.966666
2,Fletchter,NC,352756,25.600000
8,Forest City,NC,67323,30.000000
5,Fort Bragg,NC,324049,32.133333
14,Franklin,NC,44487,26.866666
12,Fuquay Varina,NC,1074286,31.466666
26,Garner,NC,1127089,32.400000
1,Garysburg,NC,21428,31.433333
1,Gaston,NC,21428,31.433333
24,Gastonia,NC,208049,27.700000
25,Goldsboro,NC,145675,32.333333
5,Graham,NC,153920,32.333333
3,Granite Falls,NC,118783,29.733333
1,Grantsboro,NC,13074,29.033333
63,Greensboro,NC,1022276,29.200000
24,Greenville,NC,1124705,33.666666
1,Halifax,NC,54006,35.266666
3,Hamlet,NC,82721,33.966666
6,Harrisburg,NC,1153529,30.433333
18,Havelock,NC,172402,31.666666
1,Haw River,NC,153920,32.333333
1,Hayesville,NC,10618,26.766666
12,Henderson,NC,45132,31.700000
34,Hendersonville,NC,373027,25.600000
2,Hertford,NC,28335,31.566666
62,Hickory,NC,363627,29.733333
48,High Point,NC,1164742,29.300000
2,Hildebran,NC,90505,28.866666
13,Hillsborough,NC,417582,29.700000
2,Holly Springs,NC,1074286,31.466666
5,Hope Mills,NC,324049,32.133333
3,Hudson,NC,81930,29.733333
11,Huntersville,NC,1153529,30.433333
2,Icard,NC,90505,28.866666
10,Indian Trail,NC,1177551,28.366666
24,Jacksonville,NC,183263,29.066666
4,Jefferson,NC,27097,24.966666
4,Jonesville,NC,107390,29.700000
23,Kannapolis,NC,322678,31.333333
1,Kenansville,NC,60033,33.333333
7,Kenly,NC,381051,32.900000
31,Kernersville,NC,1022276,29.200000
5,Kill Devil Hills,NC,34573,28.700000
12,King,NC,404920,27.733333
14,Kings Mountain,NC,305523,30.633333
30,Kinston,NC,174272,32.766666
1,Kitty Hawk,NC,34573,28.700000
6,Knightdale,NC,952151,26.733333
2,Laurel Hill,NC,82721,33.966666
6,Laurinburg,NC,36094,33.966666
4,Leland,NC,112257,29.466666
32,Lenoir,NC,293612,29.733333
1,Lewisville,NC,358137,27.000000
23,Lexington,NC,305726,29.300000
6,Lillington,NC,122135,31.466666
16,Lincolnton,NC,441701,28.433333
2,Littleton,NC,74582,35.266666
5,Locust,NC,245074,30.433333
5,Louisburg,NC,61475,32.466666
15,Lumberton,NC,135496,37.066666
11,Madison,NC,139503,31.666666
2,Maiden,NC,233652,28.433333
1,Manteo,NC,34573,28.700000
10,Marion,NC,44998,32.200000
2,Mars Hill,NC,38372,29.266666
1,Marshville,NC,208520,28.366666
17,Matthews,NC,1177551,28.366666
3,Maxton,NC,222126,37.066666
2,Maysville,NC,193538,32.733333
1,McLeansville,NC,500879,28.333333
12,Mebane,NC,315078,32.333333
2,Midway Park,NC,183263,29.066666
11,Mint Hill,NC,1177551,28.366666
12,Mocksville,NC,250924,28.666666
13,Monroe,NC,208520,28.366666
20,Mooresville,NC,300888,31.333333
8,Morehead City,NC,67632,28.833333
39,Morganton,NC,217433,32.200000
10,Morrisville,NC,1231792,29.700000
18,Mount Airy,NC,120344,30.500000
1,Mount Holly,NC,208049,27.700000
9,Mount Olive,NC,248228,34.000000
2,Moyock,NC,24077,30.400000
2,Murfreesboro,NC,45866,32.966666
5,Murphy,NC,26992,27.866666
1,Nags Head,NC,34573,28.700000
3,Nashville,NC,95708,32.033333
26,New Bern,NC,128119,32.733333
6,Newland,NC,123508,29.400000
5,Newton,NC,154339,28.100000
3,Newton Grove,NC,238887,34.000000
2,Norlina,NC,65708,33.566666
5,North Wilkesboro,NC,69306,29.500000
1,Oak Ridge,NC,500879,28.333333
3,Old Fort,NC,289488,32.200000
18,Oxford,NC,144836,31.866666
6,Pembroke,NC,135496,37.066666
3,Pikeville,NC,320613,32.633333
6,Pilot Mountain,NC,120344,30.500000
1,Pinetops,NC,55954,35.533333
3,Pineville,NC,969031,26.900000
2,Pisgah Forest,NC,32849,25.633333
2,Pittsboro,NC,65976,26.633333
15,Plymouth,NC,84204,33.133333
4,Raeford,NC,50536,32.033333
116,Raleigh,NC,1528641,32.466666
3,Ramseur,NC,142466,29.200000
6,Randleman,NC,643345,29.200000
7,Red Springs,NC,186032,37.066666
19,Reidsville,NC,616816,31.700000
2,Richfield,NC,198756,31.333333
3,Richlands,NC,243296,33.333333
11,Roanoke Rapids,NC,1006157,35.266666
2,Robbinsville,NC,8700,28.866666
2,Robersonville,NC,196515,33.666666
8,Rockingham,NC,46627,30.500000
2,Rockwell,NC,322678,31.333333
32,Rocky Mount,NC,233529,35.533333
2,Rocky Point,NC,54195,30.266666
2,Rolesville,NC,952151,26.733333
3,Roseboro,NC,422913,34.433333
7,Roxboro,NC,39268,31.733333
4,Rural Hall,NC,404920,27.733333
3,Rutherfordton,NC,87594,30.000000
13,Salisbury,NC,138180,31.333333
31,Sanford,NC,215993,29.533333
2,Scotland Neck,NC,54006,35.266666
3,Seagrove,NC,260436,31.066666
2,Selma,NC,174938,32.400000
5,Shallotte,NC,112257,29.466666
18,Shelby,NC,164797,30.633333
15,Siler City,NC,362362,32.333333
8,Smithfield,NC,174938,32.400000
2,Snow Hill,NC,80656,32.366666
5,Southport,NC,112257,29.466666
4,Sparta,NC,10927,26.366666
2,Spindale,NC,67323,30.000000
2,Spring Hope,NC,157183,32.466666
14,Spring Lake,NC,446184,32.133333
16,Spruce Pine,NC,78001,32.200000
7,St. Pauls,NC,494460,37.066666
2,Stallings,NC,1177551,28.366666
6,Stanley,NC,287362,28.266666
31,Statesville,NC,240994,28.666666
1,Sunset Beach,NC,112257,29.466666
1,Swannanoa,NC,244490,25.600000
7,Swansboro,NC,250895,29.466666
16,Sylva,NC,133225,31.766666
1,Tabor City,NC,57638,31.766666
18,Tarboro,NC,282514,35.833333
10,Taylorsville,NC,118783,29.733333
16,Thomasville,NC,305726,29.300000
1,Troutman,NC,162708,28.566666
2,Troy,NC,170134,31.066666
2,Valdese,NC,90505,28.866666
5,Wadesboro,NC,26351,33.166666
18,Wake Forest,NC,1074062,32.466666
2,Walkertown,NC,358137,27.000000
13,Wallace,NC,178177,34.000000
6,Warsaw,NC,123982,34.000000
19,Washington,NC,244022,33.666666
1,Waxhaw,NC,208520,28.366666
8,Waynesville,NC,58908,27.800000
6,Weaverville,NC,265232,29.266666
2,Welcome,NC,305726,29.300000
2,Wendell,NC,1127089,32.400000
4,West Jefferson,NC,96403,29.500000
6,Whiteville,NC,57638,31.766666
2,Whitsett,NC,500879,28.333333
6,Whittier,NC,54589,32.133333
7,Wilkesboro,NC,69306,29.500000
5,Williamston,NC,23961,32.933333
61,Wilmington,NC,375686,30.366666
17,Wilson,NC,177575,32.566666
1,Windsor,NC,20653,33.966666
2,Wingate,NC,208520,28.366666
54,Winston Salem,NC,521397,29.200000
3,Winterville,NC,172554,33.666666
1,Wise,NC,20576,33.566666
16,Yadkinville,NC,242225,29.700000
2,Yanceyville,NC,23217,30.966666
24,Zebulon,NC,1284272,32.466666
22,Bismarck,ND,89265,31.766666
1,Bottineau,ND,6579,31.266666
8,Devils Lake,ND,18296,33.233333
13,Dickinson,ND,30738,31.133333
23,Fargo,ND,156157,28.733333
2,Grafton,ND,11046,32.266666
15,Grand Forks,ND,67472,30.633333
1,Hillsboro,ND,8072,32.866666
5,Jamestown,ND,20934,30.266666
4,Mandan,ND,28101,30.466666
1,Mayville,ND,8072,32.866666
15,Minot,ND,64798,30.266666
2,Minot Afb,ND,64798,30.266666
3,Rugby,ND,17006,33.233333
2,Valley City,ND,11015,28.266666
2,Wahpeton,ND,16217,32.200000
2,West Fargo,ND,156157,28.733333
5,Williston,ND,26697,30.600000
1,Ainsworth,NE,3023,29.933333
1,Albion,NE,5417,28.700000
5,Alliance,NE,12632,31.400000
1,Alma,NE,3410,28.633333
1,Auburn,NE,7154,32.433333
4,Aurora,NE,15422,33.066666
7,Beatrice,NE,29327,32.100000
12,Bellevue,NE,165853,28.833333
5,Blair,NE,20252,30.033333
2,Broken Bow,NE,10740,30.366666
2,Central City,NE,7780,32.433333
2,Chadron,NE,9152,29.233333
21,Columbus,NE,56949,32.433333
2,Cozad,NE,24220,31.400000
4,Crete,NE,307964,31.500000
1,David City,NE,8295,28.466666
1,Elkhorn,NE,531265,28.433333
2,Fairbury,NE,7521,30.766666
2,Falls City,NE,8290,31.700000
27,Fremont,NE,77502,30.033333
1,Geneva,NE,5771,29.400000
3,Gering,NE,36964,31.466666
1,Gordon,NE,5319,28.700000
4,Gothenburg,NE,60319,31.466666
19,Grand Island,NE,68125,32.433333
4,Gretna,NE,697118,29.033333
2,Hartington,NE,14664,31.800000
15,Hastings,NE,37870,33.066666
4,Holdrege,NE,12625,31.333333
1,Imperial,NE,4064,27.566666
22,Kearney,NE,53948,29.800000
2,Kimball,NE,3783,29.800000
8,La Vista,NE,697118,29.033333
9,Lexington,NE,26249,31.400000
48,Lincoln,NE,310342,29.266666
2,Madison,NE,41120,31.166666
3,McCook,NE,10975,30.200000
1,Minden,NE,6485,28.733333
3,Nebraska City,NE,15747,32.233333
1,Neligh,NE,6545,28.866666
28,Norfolk,NE,48286,32.333333
7,North Platte,NE,36099,31.266666
2,O'Neill,NE,10396,29.666666
1,Offutt,NE,165853,28.833333
12,Ogallala,NE,11151,29.266666
105,Omaha,NE,717370,30.033333
2,Ord,NE,4229,29.600000
2,Papillion,NE,165853,28.833333
4,Plattsmouth,NE,25133,30.000000
1,Schuyler,NE,10653,32.133333
12,Scottsbluff,NE,38279,31.466666
2,Seward,NE,16935,29.266666
3,Sidney,NE,10068,29.033333
5,South Sioux City,NE,20918,32.766666
1,St. Paul,NE,6336,30.300000
1,Superior,NE,4438,29.733333
1,Tecumseh,NE,5140,30.900000
2,Valentine,NE,5727,28.000000
2,Wahoo,NE,20823,29.966666
3,Wayne,NE,9554,29.166666
2,West Point,NE,9072,29.566666
2,Wisner,NE,18626,29.566666
6,York,NE,13746,32.300000
2,Alton Bay,NH,184446,28.766666
5,Claremont,NH,43074,27.366666
11,Concord,NH,146761,26.166666
1,Conway,NH,47567,25.066666
6,Derry,NH,297820,26.233333
4,Dover,NH,124119,28.766666
1,Durham,NH,124119,28.766666
1,East Nashua,NH,402922,26.833333
8,Epping,NH,421939,28.766666
2,Epsom,NH,146761,26.166666
3,Exeter,NH,297820,26.233333
2,Franklin,NH,146761,26.166666
1,Gilford,NH,60327,26.600000
4,Goffstown,NH,549683,26.833333
4,Gorham,NH,32096,29.600000
1,Greenland,NH,297820,26.233333
2,Hampton,NH,297820,26.233333
1,Hampton Beach,NH,297820,26.233333
2,Hillsborough,NH,445996,27.400000
8,Hooksett,NH,549683,26.833333
5,Hudson,NH,402922,26.833333
1,Jaffrey,NH,76851,26.900000
6,Keene,NH,76851,26.900000
4,Laconia,NH,60327,26.600000
1,Lancaster,NH,32096,29.600000
2,Lee,NH,124119,28.766666
1,Lincoln,NH,89181,25.333333
3,Littleton,NH,89181,25.333333
3,Londonderry,NH,297820,26.233333
39,Manchester,NH,847503,26.833333
1,Meredith,NH,60327,26.600000
5,Merrimack,NH,402922,26.833333
4,Milford,NH,402922,26.833333
16,Nashua,NH,402922,26.833333
3,Newington,NH,297820,26.233333
1,Newmarket,NH,297820,26.233333
1,Newport,NH,43074,27.366666
4,North Conway,NH,47567,25.066666
2,Pelham,NH,700742,26.833333
2,Plymouth,NH,89181,25.333333
6,Portsmouth,NH,297820,26.233333
2,Raymond,NH,421939,28.766666
2,Rindge,NH,76851,26.900000
6,Rochester,NH,124119,28.766666
12,Salem,NH,700742,26.833333
4,Seabrook,NH,297820,26.233333
3,Somersworth,NH,124119,28.766666
1,Stratham,NH,297820,26.233333
8,Tilton,NH,207088,26.600000
1,Warner,NH,146761,26.166666
6,West Lebanon,NH,89181,25.333333
1,West Ossipee,NH,47567,25.066666
2,Windham,NH,700742,26.833333
1,Woodsville,NH,89181,25.333333
4,Aberdeen,NJ,1452425,24.466666
6,Absecon,NJ,275422,27.166666
1,Allendale,NJ,918888,23.166666
1,Asbury Park,NJ,629384,23.533333
6,Atlantic City,NJ,275422,27.166666
2,Atlantic Highlands,NJ,629384,23.533333
2,Avenel,NJ,823041,24.466666
2,Barnegat,NJ,580470,26.600000
7,Bayonne,NJ,652302,24.633333
3,Bayville,NJ,580470,26.600000
2,Bedminster,NJ,327707,23.000000
6,Belleville,NJ,787744,26.066666
2,Bellmawr,NJ,513539,27.233333
3,Bergenfield,NJ,918888,23.166666
2,Berkeley Heights,NJ,871683,23.933333
2,Berlin,NJ,513539,27.233333
4,Blackwood,NJ,803125,27.466666
5,Bloomfield,NJ,787744,26.066666
2,Bloomsbury,NJ,234703,26.433333
1,Boonton,NJ,497999,23.000000
2,Bordentown,NJ,451336,27.000000
2,Bound Brook,NJ,1150748,24.466666
2,Branchburg,NJ,454757,23.000000
4,Brick,NJ,1209854,26.600000
5,Bricktown,NJ,580470,26.600000
10,Bridgeton,NJ,223559,31.300000
6,Bridgewater,NJ,327707,23.000000
1,Brigantine,NJ,275422,27.166666
2,Brooklawn,NJ,513539,27.233333
2,Brown Mills,NJ,451336,27.000000
2,Buena,NJ,433207,31.000000
8,Burlington,NJ,451336,27.000000
2,Butler,NJ,497999,23.000000
3,Byram,NJ,753094,26.500000
4,Caldwell,NJ,1290629,26.066666
2,Camden,NJ,513539,27.233333
1,Cape May,NJ,96304,25.500000
3,Cape May Court House,NJ,96304,25.500000
1,Carlstadt,NJ,918888,23.166666
2,Carteret,NJ,823041,24.466666
2,Cedar Grove,NJ,1290629,26.066666
1,Cedar Knolls,NJ,497999,23.000000
11,Cherry Hill,NJ,513539,27.233333
2,Chester,NJ,497999,23.000000
1,Cinnaminson,NJ,451336,27.000000
3,Clark,NJ,543976,23.933333
4,Clementon,NJ,513539,27.233333
1,Cliffside Park,NJ,918888,23.166666
2,Cliffwood Beach,NJ,1452425,24.466666
4,Clifton,NJ,502885,25.133333
2,Clinton,NJ,127050,22.366666
1,Closter,NJ,918888,23.166666
1,Collingswood,NJ,513539,27.233333
4,Columbia,NJ,255095,26.500000
4,Cream Ridge,NJ,1209854,26.600000
2,Creamridge,NJ,1209854,26.600000
5,Delran,NJ,451336,27.000000
2,Denville,NJ,497999,23.000000
6,Deptford,NJ,289586,27.166666
6,East Brunswick,NJ,823041,24.466666
4,East Hanover,NJ,497999,23.000000
5,East Orange,NJ,787744,26.066666
8,East Windsor,NJ,1191344,25.466666
5,Eatontown,NJ,629384,23.533333
1,Edgewater,NJ,918888,23.166666
1,Edgewater Park,NJ,451336,27.000000
16,Edison,NJ,1367017,24.466666
6,Egg Harbor,NJ,726758,27.200000
12,Elizabeth,NJ,1057515,27.233333
2,Elmwood Park,NJ,918888,23.166666
2,Englewood,NJ,918888,23.166666
2,Englishtown,NJ,1452425,24.466666
1,Ewing Township,NJ,368303,25.466666
2,Fair Lawn,NJ,918888,23.166666
1,Fairfield,NJ,787744,26.066666
1,Fairview,NJ,918888,23.166666
2,Flanders,NJ,497999,23.000000
6,Flemington,NJ,127050,22.366666
2,Florham Park,NJ,497999,23.000000
1,Forked River,NJ,580470,26.600000
1,Fort Dix,NJ,451336,27.000000
7,Fort Lee,NJ,918888,23.166666
1,Fort Monmouth,NJ,629384,23.533333
3,Franklin,NJ,147442,26.266666
1,Franklin Park,NJ,327707,23.000000
16,Freehold,NJ,1209854,26.600000
1,Garfield,NJ,918888,23.166666
3,Garwood,NJ,543976,23.933333
1,Gibbstown,NJ,289586,27.166666
6,Glassboro,NJ,289586,27.166666
9,Green Brook,NJ,1694724,24.466666
3,Greenbrook,NJ,1694724,24.466666
1,Guttenberg,NJ,652302,24.633333
6,Hackensack,NJ,918888,23.166666
12,Hackettstown,NJ,605652,26.433333
1,Hadden Township,NJ,513539,27.233333
1,Haddon Heights,NJ,513539,27.233333
1,Haledon,NJ,502885,25.133333
7,Hamilton,NJ,819639,27.000000
11,Hammonton,NJ,788961,27.333333
2,Hampton,NJ,234703,26.433333
1,Harrison,NJ,652302,24.633333
3,Hasbrouck Heights,NJ,918888,23.166666
1,Haskell,NJ,502885,25.133333
1,Hawthorne,NJ,502885,25.133333
4,Hazlet,NJ,629384,23.533333
2,Hightstown,NJ,1191344,25.466666
4,Hillsborough,NJ,327707,23.000000
2,Hillsdale,NJ,918888,23.166666
7,Hillside,NJ,1331720,26.066666
1,Hoboken,NJ,652302,24.633333
1,Hopelawn,NJ,823041,24.466666
11,Howell,NJ,1209854,26.600000
2,Hurffville,NJ,803125,27.466666
8,Irvington,NJ,1331720,26.066666
1,Iselin,NJ,823041,24.466666
2,Jackson,NJ,580470,26.600000
23,Jersey City,NJ,1571190,24.633333
2,Kearny,NJ,1571190,24.633333
2,Keyport,NJ,1452425,24.466666
4,Lake Hopatcong,NJ,645441,26.266666
2,Lakehurst,NJ,580470,26.600000
3,Lakewood,NJ,580470,26.600000
3,Lanoka Harbor,NJ,580470,26.600000
1,Lawnside,NJ,513539,27.233333
1,Lawrence Township,NJ,368303,25.466666
3,Lawrenceville,NJ,368303,25.466666
4,Ledgewood,NJ,497999,23.000000
1,Lincoln Park,NJ,497999,23.000000
1,Lincroft,NJ,629384,23.533333
4,Linden,NJ,543976,23.933333
1,Lindenwold,NJ,513539,27.233333
2,Little Egg Harbor,NJ,1031806,27.000000
3,Little Falls,NJ,502885,25.133333
1,Little Ferry,NJ,918888,23.166666
2,Livingston,NJ,787744,26.066666
2,Lodi,NJ,918888,23.166666
1,Long Branch,NJ,629384,23.533333
2,Lyndhurst,NJ,918888,23.166666
1,Madison,NJ,497999,23.000000
2,Magnolia,NJ,513539,27.233333
2,Mahwah,NJ,918888,23.166666
1,Malaga,NJ,289586,27.166666
6,Manahawkin,NJ,580470,26.600000
2,Manalapan,NJ,1452425,24.466666
2,Manasquan,NJ,629384,23.533333
2,Manville,NJ,327707,23.000000
6,Maple Shade,NJ,964875,27.233333
2,Maplewood,NJ,1331720,26.066666
4,Marlton,NJ,451336,27.000000
1,Marmora,NJ,96304,25.500000
6,Matawan,NJ,1452425,24.466666
4,Mays Landing,NJ,275422,27.166666
3,Medford,NJ,451336,27.000000
1,Menlo Park,NJ,823041,24.466666
2,Mercerville,NJ,368303,25.466666
1,Merchantville,NJ,513539,27.233333
1,Metuchen,NJ,823041,24.466666
2,Middlesex,NJ,823041,24.466666
4,Middletown,NJ,629384,23.533333
2,Midland Park,NJ,918888,23.166666
2,Milltown,NJ,823041,24.466666
4,Millville,NJ,157785,31.000000
2,Milton,NJ,1000884,25.133333
1,Montague,NJ,147442,26.266666
2,Montvale,NJ,918888,23.166666
1,Moonachie,NJ,918888,23.166666
3,Moorestown,NJ,451336,27.000000
4,Morganville,NJ,1452425,24.466666
1,Morris Plains,NJ,497999,23.000000
1,Morristown,NJ,497999,23.000000
1,Mount Ephraim,NJ,513539,27.233333
9,Mount Holly,NJ,451336,27.000000
7,Mount Laurel,NJ,451336,27.000000
1,Mount Olive,NJ,497999,23.000000
3,Neptune,NJ,629384,23.533333
2,Neptune City,NJ,629384,23.533333
4,New Brunswick,NJ,823041,24.466666
1,New Milford,NJ,918888,23.166666
2,New Providence,NJ,1041975,23.933333
24,Newark,NJ,1331720,26.066666
8,Newton,NJ,255095,26.500000
2,North Arlington,NJ,1571190,24.633333
10,North Bergen,NJ,1571190,24.633333
5,North Brunswick,NJ,823041,24.466666
3,North Cape May,NJ,96304,25.500000
2,North Plainfield,NJ,871683,23.933333
2,Northfield,NJ,275422,27.166666
1,Northvale,NJ,918888,23.166666
2,Norwood,NJ,918888,23.166666
2,Nutley,NJ,1290629,26.066666
3,Oakland,NJ,918888,23.166666
1,Oaklyn,NJ,513539,27.233333
3,Ocean,NJ,629384,23.533333
1,Ocean City,NJ,96304,25.500000
6,Old Bridge,NJ,823041,24.466666
1,Old Tappan,NJ,918888,23.166666
2,Orange,NJ,787744,26.066666
14,Paramus,NJ,918888,23.166666
1,Park Ridge,NJ,918888,23.166666
1,Parlin,NJ,823041,24.466666
8,Parsippany,NJ,497999,23.000000
4,Passaic,NJ,502885,25.133333
9,Paterson,NJ,502885,25.133333
3,Paulsboro,NJ,289586,27.166666
1,Pemberton,NJ,451336,27.000000
1,Pennington,NJ,368303,25.466666
1,Penns Grove,NJ,65774,31.100000
9,Pennsauken,NJ,513539,27.233333
4,Pennsville,NJ,65774,31.100000
5,Perth Amboy,NJ,823041,24.466666
8,Phillipsburg,NJ,107653,26.433333
2,Pilesgrove,NJ,355360,31.100000
2,Pine Brook,NJ,497999,23.000000
1,Pine Hill,NJ,513539,27.233333
12,Piscataway,NJ,1367017,24.466666
18,Plainfield,NJ,871683,23.933333
1,Plainsboro,NJ,823041,24.466666
5,Pleasantville,NJ,275422,27.166666
3,Point Pleasant,NJ,580470,26.600000
1,Point Pleasant Beach,NJ,580470,26.600000
1,Pompton Lakes,NJ,502885,25.133333
1,Pompton Plains,NJ,497999,23.000000
9,Princeton,NJ,1519051,25.466666
10,Rahway,NJ,1367017,24.466666
5,Ramsey,NJ,918888,23.166666
2,Randolph,NJ,497999,23.000000
1,Ridgefield,NJ,918888,23.166666
1,Ringwood,NJ,502885,25.133333
2,Rio Grande,NJ,96304,25.500000
1,River Edge,NJ,918888,23.166666
