ff,city,state,pop,obese
5,Oakley,CA,1079597,24.066666
40,Oceanside,CA,3177063,23.400000
2,Oildale,CA,856158,26.900000
3,Ojai,CA,835981,23.100000
1,Olancha,CA,18495,23.766666
47,Ontario,CA,2081313,26.800000
31,Orange,CA,3090132,21.700000
2,Orangevale,CA,1450121,26.700000
3,Orcutt,CA,431249,21.066666
4,Orland,CA,91398,26.000000
11,Oroville,CA,313864,28.600000
27,Oxnard,CA,835981,23.100000
1,Pacheco,CA,1079597,24.066666
2,Pacific Beach,CA,3177063,23.400000
3,Pacific Palisades,CA,9962789,22.300000
5,Pacifica,CA,739311,21.400000
8,Pacoima,CA,9962789,22.300000
9,Palm Desert,CA,2268783,26.233333
11,Palm Springs,CA,2268783,26.233333
24,Palmdale,CA,9962789,22.300000
12,Palo Alto,CA,2576815,22.133333
10,Panorama City,CA,9962789,22.300000
5,Paradise,CA,221539,24.400000
1,Paradise Hills,CA,3177063,23.400000
10,Paramount,CA,9962789,22.300000
1,Parlier,CA,947895,27.633333
22,Pasadena,CA,9962789,22.300000
11,Paso Robles,CA,274804,21.933333
4,Patterson,CA,521726,28.466666
2,Pedley,CA,4350096,26.800000
1,Penn Valley,CA,98292,21.033333
10,Perris,CA,2268783,26.233333
18,Petaluma,CA,747898,23.166666
4,Phelan,CA,2081313,26.800000
14,Pico Rivera,CA,9962789,22.300000
9,Pinole,CA,1079597,24.066666
3,Pismo Beach,CA,274804,21.933333
13,Pittsburg,CA,1079597,24.066666
12,Placentia,CA,3090132,21.700000
8,Placerville,CA,180561,21.800000
9,Pleasant Hill,CA,1079597,24.066666
23,Pleasanton,CA,2634317,24.066666
1,Pollock Pines,CA,180561,21.800000
41,Pomona,CA,12044102,26.800000
8,Port Hueneme,CA,835981,23.100000
2,Porter Ranch,CA,9962789,22.300000
13,Porterville,CA,451977,28.266666
11,Poway,CA,3177063,23.400000
1,Presidio,CA,426762,23.100000
1,Quincy,CA,19399,23.733333
7,Ramona,CA,3177063,23.400000
1,Ranch Cucamonga,CA,2081313,26.800000
1,Rancho Bernardo,CA,3177063,23.400000
20,Rancho Cordova,CA,1450121,26.700000
25,Rancho Cucamonga,CA,2081313,26.800000
2,Rancho Mirage,CA,2268783,26.233333
2,Rancho Palos Verdes,CA,9962789,22.300000
1,Rancho San Diego,CA,3177063,23.400000
9,Rancho Santa Margarita,CA,3090132,21.700000
7,Red Bluff,CA,63406,25.133333
25,Redding,CA,178586,26.733333
20,Redlands,CA,4350096,26.800000
8,Redondo Beach,CA,9962789,22.300000
15,Redwood City,CA,739311,21.400000
11,Reedley,CA,1399872,28.266666
9,Reseda,CA,9962789,22.300000
18,Rialto,CA,2081313,26.800000
11,Richmond,CA,1079597,24.066666
12,Ridgecrest,CA,2937471,27.033333
2,Rio Linda,CA,1450121,26.700000
6,Rio Vista,CA,1870878,26.700000
4,Ripon,CA,702612,28.366666
4,Riverbank,CA,521726,28.466666
68,Riverside,CA,4350096,26.800000
12,Rocklin,CA,1811803,26.700000
12,Rohnert Park,CA,491829,23.166666
2,Rolling Hills Estates,CA,9962789,22.300000
6,Rosamond,CA,10818947,26.900000
11,Rosemead,CA,9962789,22.300000
1,Rosemont,CA,1450121,26.700000
40,Roseville,CA,1811803,26.700000
7,Rowland Heights,CA,9962789,22.300000
5,Rubidoux,CA,4350096,26.800000
128,Sacramento,CA,1545143,26.700000
2,Saint Helena,CA,630874,23.533333
2,Salida,CA,521726,28.466666
33,Salinas,CA,426762,23.100000
1,San Anselmo,CA,256069,18.266666
44,San Bernardino,CA,2081313,26.800000
6,San Bruno,CA,739311,21.400000
2,San Buenaventura,CA,835981,23.100000
5,San Carlos,CA,739311,21.400000
16,San Clemente,CA,6267195,23.400000
198,San Diego,CA,3177063,23.400000
8,San Dimas,CA,9962789,22.300000
10,San Fernando,CA,9962789,22.300000
71,San Francisco,CA,1565174,21.400000
7,San Gabriel,CA,9962789,22.300000
5,San Jacinto,CA,2268783,26.233333
137,San Jose,CA,1837504,22.133333
8,San Juan Capistrano,CA,3090132,21.700000
15,San Leandro,CA,1554720,21.700000
8,San Lorenzo,CA,1554720,21.700000
10,San Luis Obispo,CA,274804,21.933333
17,San Marcos,CA,3177063,23.400000
11,San Mateo,CA,739311,21.400000
7,San Pablo,CA,1079597,24.066666
9,San Pedro,CA,9962789,22.300000
8,San Rafael,CA,256069,18.266666
9,San Ramon,CA,1079597,24.066666
9,San Ysidro,CA,3177063,23.400000
2,Sand City,CA,426762,23.100000
4,Sanger,CA,947895,27.633333
61,Santa Ana,CA,3090132,21.700000
17,Santa Barbara,CA,431249,21.066666
26,Santa Clara,CA,1837504,22.133333
20,Santa Clarita,CA,9962789,22.300000
9,Santa Cruz,CA,266776,21.333333
12,Santa Fe Springs,CA,9962789,22.300000
39,Santa Maria,CA,706053,21.933333
18,Santa Monica,CA,9962789,22.300000
8,Santa Nella,CA,784031,29.100000
5,Santa Paula,CA,835981,23.100000
33,Santa Rosa,CA,491829,23.166666
11,Santee,CA,3177063,23.400000
2,Saugus,CA,9962789,22.300000
5,Scotts Valley,CA,266776,21.333333
5,Seal Beach,CA,3090132,21.700000
8,Seaside,CA,426762,23.100000
3,Sebastopol,CA,491829,23.166666
7,Selma,CA,947895,27.633333
4,Sepulveda,CA,9962789,22.300000
1,Shafter,CA,856158,26.900000
2,Shasta Lake City,CA,178586,26.733333
7,Sherman Oaks,CA,9962789,22.300000
1,Sierra Madre,CA,9962789,22.300000
1,Signal Hill,CA,9962789,22.300000
27,Simi Valley,CA,10798770,23.100000
1,Sloughouse,CA,1450121,26.700000
1,Solana Beach,CA,3177063,23.400000
3,Soledad,CA,426762,23.100000
5,Sonoma,CA,630874,23.533333
6,Sonora,CA,54008,23.300000
1,Soquel,CA,266776,21.333333
5,South El Monte,CA,9962789,22.300000
8,South Gate,CA,9962789,22.300000
8,South Lake Tahoe,CA,180561,21.800000
2,South Pasadena,CA,9962789,22.300000
13,South San Francisco,CA,739311,21.400000
3,Southgate,CA,9962789,22.300000
8,Spring Valley,CA,3177063,23.400000
9,Stanton,CA,3090132,21.700000
57,Stockton,CA,702612,28.366666
2,Studio City,CA,9962789,22.300000
7,Suisun City,CA,420757,26.066666
5,Sun City,CA,2268783,26.233333
5,Sun Valley,CA,9962789,22.300000
6,Sunland,CA,9962789,22.300000
2,Sunnyslopes,CA,4350096,26.800000
21,Sunnyvale,CA,1837504,22.133333
1,Sunset Beach,CA,3090132,21.700000
5,Susanville,CA,33658,25.433333
7,Sylmar,CA,9962789,22.300000
4,Taft,CA,856158,26.900000
1,Tahoe City,CA,361682,22.433333
5,Tarzana,CA,9962789,22.300000
4,Tehachapi,CA,856158,26.900000
25,Temecula,CA,2268783,26.233333
5,Temple City,CA,9962789,22.300000
20,Thousand Oaks,CA,10798770,23.100000
4,Thousand Palms,CA,2268783,26.233333
38,Torrance,CA,9962789,22.300000
1,Trabuco Canyon,CA,3090132,21.700000
20,Tracy,CA,2779058,28.533333
2,Travis Afb,CA,420757,26.066666
3,Truckee,CA,459974,22.466666
3,Tujunga,CA,9962789,22.300000
13,Tulare,CA,451977,28.266666
32,Turlock,CA,784031,29.100000
19,Tustin,CA,3090132,21.700000
8,Twentynine Palms,CA,2081313,26.800000
8,Ukiah,CA,87428,23.900000
10,Union City,CA,1554720,21.700000
1,Universal City,CA,9962789,22.300000
24,Upland,CA,12044102,26.800000
21,Vacaville,CA,420757,26.066666
5,Valencia,CA,9962789,22.300000
30,Vallejo,CA,559802,26.066666
1,Valley Springs,CA,44742,25.333333
26,Van Nuys,CA,9962789,22.300000
1,Vandenberg Afb,CA,431249,21.066666
2,Venice,CA,9962789,22.300000
20,Ventura,CA,835981,23.100000
1,Vernon,CA,9962789,22.300000
24,Victorville,CA,2081313,26.800000
27,Visalia,CA,451977,28.266666
19,Vista,CA,3177063,23.400000
2,W.Hills,CA,10798770,23.100000
7,Walnut,CA,9962789,22.300000
11,Walnut Creek,CA,1079597,24.066666
5,Wasco,CA,856158,26.900000
1,Waterford,CA,521726,28.466666
19,Watsonville,CA,2531042,23.100000
1,Weaverville,CA,13526,24.266666
3,Weed,CA,44154,24.266666
1,West Carson,CA,9962789,22.300000
17,West Covina,CA,9962789,22.300000
2,West Hollywood,CA,9962789,22.300000
4,West Los Angeles,CA,9962789,22.300000
6,West Sacramento,CA,204118,24.433333
1,Westchester,CA,9962789,22.300000
8,Westlake Village,CA,10798770,23.100000
2,Westley,CA,521726,28.466666
15,Westminster,CA,3090132,21.700000
1,Westwood,CA,9962789,22.300000
22,Whittier,CA,9962789,22.300000
3,Wildomar,CA,2268783,26.233333
4,Williams,CA,21411,23.733333
4,Willits,CA,87428,23.900000
8,Willows,CA,49403,26.000000
5,Wilmington,CA,9962789,22.300000
6,Windsor,CA,491829,23.166666
2,Woodcrest,CA,2268783,26.233333
11,Woodland,CA,204118,24.433333
13,Woodland Hills,CA,9962789,22.300000
1,Yermo,CA,2081313,26.800000
9,Yorba Linda,CA,3090132,21.700000
5,Yreka,CA,44154,24.266666
13,Yuba City,CA,95022,25.500000
12,Yucaipa,CA,4350096,26.800000
7,Yucca Valley,CA,2081313,26.800000
1,Yuma,CA,200022,29.100000
9,Alamosa,CO,24423,20.800000
47,Arvada,CO,1639221,23.700000
95,Aurora,CO,1987624,23.700000
3,Avon,CO,51874,16.133333
2,Bergen Park,CO,554384,19.933333
3,Berthoud,CO,879496,24.066666
16,Boulder,CO,850676,19.933333
7,Brighton,CO,459598,23.700000
33,Broomfield,CO,1368572,23.700000
6,Brush,CO,33238,25.333333
1,Buena Vista,CO,18150,17.833333
3,Burlington,CO,8094,25.133333
6,Canon City,CO,46788,21.966666
12,Castle Rock,CO,298215,17.866666
6,Centennial,CO,893761,20.533333
5,Clifton,CO,147848,22.000000
95,Colorado Springs,CO,644964,21.300000
13,Commerce City,CO,1093863,23.700000
2,Conifer,CO,843573,19.933333
6,Cortez,CO,25431,20.733333
7,Craig,CO,36534,23.066666
3,Dacono,CO,627307,24.066666
9,Delta,CO,71157,21.000000
187,Denver,CO,2234767,23.700000
1,Dumont,CO,9026,18.800000
11,Durango,CO,53091,20.300000
2,Eagle,CO,51874,16.133333
5,Edgewater,CO,1179623,19.933333
1,Edwards,CO,51874,16.133333
4,El Jebel,CO,141565,18.733333
24,Englewood,CO,1528026,20.533333
3,Estes Park,CO,310487,19.733333
4,Evergreen,CO,554384,19.933333
1,Fairplay,CO,16029,19.433333
4,Falcon,CO,668347,21.566666
4,Federal Heights,CO,517896,23.700000
4,Firestone,CO,879496,24.066666
2,Florence,CO,51037,21.966666
3,Fort Carson,CO,644964,21.300000
39,Fort Collins,CO,574178,24.066666
2,Fort Lupton,CO,263691,24.066666
6,Fort Morgan,CO,488070,25.333333
9,Fountain,CO,805816,23.900000
2,Fraser,CO,14195,19.366666
4,Frisco,CO,28044,16.966666
3,Fruita,CO,147848,22.000000
4,Glendale,CO,1229811,20.533333
6,Glenwood Springs,CO,56953,18.733333
9,Golden,CO,545358,19.933333
23,Grand Junction,CO,147848,22.000000
20,Greeley,CO,263691,24.066666
6,Greenwood Village,CO,893761,20.533333
5,Gunnison,CO,21779,21.833333
9,Highlands Ranch,CO,893761,20.533333
2,Idaho Springs,CO,14517,20.300000
4,Johnstown,CO,574178,24.066666
7,La Junta,CO,24471,24.100000
7,Lafayette,CO,305318,16.933333
40,Lakewood,CO,1179623,19.933333
4,Lamar,CO,12389,23.066666
1,Leadville,CO,7338,19.433333
5,Limon,CO,28836,22.133333
80,Littleton,CO,2073384,20.533333
3,Lone Tree,CO,298215,17.866666
17,Longmont,CO,305318,16.933333
5,Louisville,CO,363616,21.133333
22,Loveland,CO,574178,24.066666
2,Meeker,CO,63810,20.900000
2,Monte Vista,CO,28091,21.766666
7,Montrose,CO,40725,20.066666
3,Monument,CO,644964,21.300000
5,Northglenn,CO,517896,23.700000
6,Pagosa Springs,CO,12880,20.100000
2,Parachute,CO,204801,22.000000
13,Parker,CO,917144,21.333333
2,Peyton,CO,668347,21.566666
40,Pueblo,CO,805816,23.900000
2,Pueblo West,CO,160852,23.900000
3,Rifle,CO,63810,20.900000
1,Rocky Ford,CO,18698,24.100000
7,Salida,CO,64938,21.966666
6,Silverthorne,CO,42239,19.366666
4,Steamboat Springs,CO,23334,16.133333
6,Sterling,CO,22631,22.733333
2,Superior,CO,363616,21.133333
19,Thornton,CO,1093863,23.700000
4,Trinidad,CO,14945,22.566666
3,Vail,CO,51874,16.133333
4,Walsenburg,CO,21541,22.566666
2,Wellington,CO,574178,24.066666
30,Westminster,CO,1368572,23.700000
16,Wheat Ridge,CO,1179623,19.933333
6,Windsor,CO,574178,24.066666
2,Winter Park,CO,14195,19.366666
9,Woodland Park,CO,668353,21.300000
2,Yuma,CO,14885,23.366666
2,Ansonia,CT,862813,26.433333
5,Berlin,CT,1760072,26.433333
1,Bethel,CT,933835,20.633333
4,Bloomfield,CT,897259,24.566666
6,Branford,CT,862813,26.433333
9,Bridgeport,CT,933835,20.633333
8,Bristol,CT,897259,24.566666
8,Brookfield,CT,1121365,22.366666
1,Canton,CT,897259,24.566666
4,Colchester,CT,591311,24.533333
6,Cromwell,CT,165602,24.066666
10,Danbury,CT,933835,20.633333
2,Danielson,CT,117599,28.400000
3,Darien,CT,933835,20.633333
2,Dayville,CT,117599,28.400000
10,Derby,CT,1796648,26.433333
5,East Hartford,CT,897259,24.566666
3,East Haven,CT,862813,26.433333
3,East Lyme,CT,274170,24.533333
2,East Windsor,CT,897259,24.566666
9,Enfield,CT,897259,24.566666
3,Farmington,CT,897259,24.566666
1,Gales Ferry,CT,274170,24.533333
3,Glastonbury,CT,897259,24.566666
3,Greenwich,CT,933835,20.633333
7,Groton,CT,274170,24.533333
2,Guilford,CT,862813,26.433333
6,Hamden,CT,862813,26.433333
19,Hartford,CT,897259,24.566666
2,Madison,CT,862813,26.433333
13,Manchester,CT,897259,24.566666
10,Meriden,CT,1760072,26.433333
8,Middletown,CT,1062861,24.566666
11,Milford,CT,862813,26.433333
1,Milldale,CT,897259,24.566666
1,Monroe,CT,933835,20.633333
1,Montville,CT,274170,24.533333
1,Mystic,CT,274170,24.533333
3,Naugatuck,CT,862813,26.433333
6,New Britain,CT,897259,24.566666
11,New Haven,CT,862813,26.433333
6,New London,CT,274170,24.533333
2,New Milford,CT,187530,22.366666
4,Newington,CT,897259,24.566666
2,Niantic,CT,274170,24.533333
1,North Branford,CT,862813,26.433333
1,North Canaan,CT,187530,22.366666
5,North Haven,CT,862813,26.433333
1,North Stonington,CT,274170,24.533333
13,Norwalk,CT,933835,20.633333
6,Norwich,CT,274170,24.533333
1,Old Greenwich,CT,933835,20.633333
4,Old Saybrook,CT,165602,24.066666
4,Orange,CT,862813,26.433333
2,Plainfield,CT,117599,28.400000
3,Plainville,CT,897259,24.566666
1,Portland,CT,165602,24.066666
3,Putnam,CT,117599,28.400000
1,Ridgefield,CT,933835,20.633333
2,Rocky Hill,CT,897259,24.566666
1,Seymour,CT,862813,26.433333
2,Shelton,CT,933835,20.633333
1,Simsbury,CT,897259,24.566666
1,Southbury,CT,862813,26.433333
11,Southington,CT,1760072,26.433333
5,Stamford,CT,933835,20.633333
5,Stratford,CT,933835,20.633333
8,Torrington,CT,187530,22.366666
3,Trumbull,CT,933835,20.633333
7,Vernon,CT,1048798,24.566666
6,Vernon Rockville,CT,1048798,24.566666
5,Wallingford,CT,862813,26.433333
14,Waterbury,CT,1050343,26.433333
4,Waterford,CT,274170,24.533333
3,Watertown,CT,187530,22.366666
4,West Hartford,CT,897259,24.566666
4,West Haven,CT,862813,26.433333
2,Westport,CT,933835,20.633333
2,Wethersfield,CT,897259,24.566666
8,Willimantic,CT,269138,28.400000
2,Willington,CT,269138,28.400000
1,Windham,CT,117599,28.400000
2,Windsor,CT,897259,24.566666
9,Windsor Locks,CT,897259,24.566666
1,Winsted,CT,187530,22.366666
75,Washington,DC,853368,23.233333
6,Bear,DE,546076,28.300000
1,Bethany Beach,DE,203390,30.133333
1,Bridgeville,DE,203390,30.133333
1,Camden,DE,167626,32.533333
4,Claymont,DE,546076,28.300000
15,Dover,DE,167626,32.533333
1,Dover Afb,DE,167626,32.533333
1,Elsmere,DE,546076,28.300000
4,Georgetown,DE,203390,30.133333
1,Glasgow,DE,546076,28.300000
3,Harrington,DE,371016,32.533333
1,Marshallton,DE,546076,28.300000
3,Middletown,DE,546076,28.300000
11,Milford,DE,371016,32.533333
2,Millsboro,DE,203390,30.133333
9,New Castle,DE,546076,28.300000
19,Newark,DE,546076,28.300000
6,Rehoboth Beach,DE,203390,30.133333
7,Seaford,DE,203390,30.133333
1,Selbyville,DE,203390,30.133333
8,Smyrna,DE,713702,32.533333
1,Stanton,DE,546076,28.300000
22,Wilmington,DE,546076,28.300000
5,Alachua,FL,251417,25.566666
10,Altamonte Springs,FL,430838,25.533333
1,Apalachiocola,FL,11686,26.600000
22,Apopka,FL,1633072,26.266666
16,Arcadia,FL,518987,31.566666
2,Atlantic Beach,FL,879602,27.600000
7,Auburndale,FL,616158,30.533333
2,Aventura,FL,2591035,24.033333
11,Avon Park,FL,714286,30.533333
5,Bartow,FL,616158,30.533333
1,Bay Pines,FL,921319,24.666666
6,Belle Glade,FL,1356545,23.500000
6,Belleview,FL,335125,29.833333
4,Blountstown,FL,14723,32.266666
27,Boca Raton,FL,3171682,25.300000
5,Bonifay,FL,44696,32.766666
1,Bonita Beach,FL,645293,25.966666
15,Bonita Springs,FL,977720,25.966666
16,Boynton Beach,FL,1356545,23.500000
33,Bradenton,FL,333895,25.700000
13,Brandon,FL,1277746,26.466666
4,Branford,FL,85401,32.200000
18,Brooksville,FL,312782,28.233333
2,Bunnell,FL,98359,27.766666
4,Bushnell,FL,101620,27.900000
4,Callahan,FL,74629,27.600000
1,Callaway,FL,171903,27.266666
2,Cantonment,FL,302715,28.566666
3,Cape Canaveral,FL,547307,27.733333
18,Cape Coral,FL,645293,25.966666
6,Carol City,FL,2591035,24.033333
5,Casselberry,FL,430838,25.533333
1,Century,FL,302715,28.566666
1,Charlotte Harbor,FL,162449,26.066666
1,Chattahoochee,FL,46528,33.133333
7,Chiefland,FL,40025,31.366666
13,Chipley,FL,245763,32.766666
30,Clearwater,FL,921319,24.666666
1,Clearwater Beach,FL,921319,24.666666
12,Clermont,FL,303186,27.200000
6,Clewiston,FL,1393992,31.766666
11,Cocoa,FL,547307,27.733333
6,Cocoa Beach,FL,547307,27.733333
3,Coconut Creek,FL,1815137,25.300000
8,Cooper City,FL,1815137,25.300000
5,Coral Gables,FL,2591035,24.033333
18,Coral Springs,FL,1815137,25.300000
2,Cottondale,FL,73860,32.766666
5,Crawfordville,FL,314587,32.500000
1,Crescent City,FL,73263,31.800000
10,Crestview,FL,190083,28.133333
2,Cross City,FL,16126,32.200000
6,Crystal River,FL,139360,28.233333
1,Cutler Ridge,FL,2591035,24.033333
5,Dade City,FL,643813,27.800000
3,Dania,FL,1815137,25.300000
5,Davenport,FL,903574,30.533333
18,Davie,FL,1815137,25.300000
23,Daytona Beach,FL,496950,25.866666
1,Debary,FL,496950,25.866666
13,Deerfield Beach,FL,1815137,25.300000
6,Defuniak Springs,FL,77386,29.066666
24,Deland,FL,800136,27.200000
12,Delray Beach,FL,1356545,23.500000
7,Deltona,FL,496950,25.866666
8,Destin,FL,247665,28.133333
1,Doctor Phillips,FL,1202234,26.266666
1,Doral,FL,2591035,24.033333
2,Dover,FL,1277746,26.466666
2,Dundee,FL,616158,30.533333
6,Dunedin,FL,921319,24.666666
5,Dunnellon,FL,375150,31.366666
4,East Palatka,FL,275451,31.800000
1,Edgewater,FL,496950,25.866666
1,Edgewood,FL,1202234,26.266666
3,Eglin Afb,FL,190083,28.133333
2,Ellenton,FL,333895,25.700000
5,Englewood,FL,548596,26.066666
1,Ensley,FL,302715,28.566666
2,Estero,FL,645293,25.966666
5,Eustis,FL,303186,27.200000
3,Fern Park,FL,430838,25.533333
6,Fernandina Beach,FL,74629,27.600000
2,Flager Beach,FL,595309,27.766666
9,Florida City,FL,2665844,24.033333
48,Fort Lauderdale,FL,1815137,25.300000
1,Fort Meade,FL,616158,30.533333
42,Fort Myers,FL,645293,25.966666
1,Fort Myers Beach,FL,645293,25.966666
18,Fort Pierce,FL,424433,27.233333
11,Fort Walton Beach,FL,190083,28.133333
1,Fruit Cove,FL,202188,23.566666
2,Fruitville,FL,386147,22.433333
34,Gainesville,FL,251417,25.566666
1,Gibsonton,FL,1277746,26.466666
1,Golden Gate,FL,332427,22.900000
1,Gonzalez,FL,302715,28.566666
8,Green Cove Springs,FL,267608,31.800000
6,Greenacres,FL,1356545,23.500000
2,Groveland,FL,303186,27.200000
10,Gulf Breeze,FL,461227,28.566666
1,Gulfport,FL,921319,24.666666
6,Haines City,FL,616158,30.533333
6,Hallandale,FL,1815137,25.300000
1,Hallandale Beach,FL,1815137,25.300000
1,Hernando,FL,139360,28.233333
39,Hialeah,FL,2591035,24.033333
3,Hialeah Gardens,FL,2591035,24.033333
3,High Springs,FL,336198,31.666666
1,Hilliard,FL,74629,27.600000
1,Hobe Sound,FL,148817,22.466666
2,Holiday,FL,470391,27.733333
1,Holly Hill,FL,496950,25.866666
24,Hollywood,FL,4406172,25.300000
8,Homestead,FL,2591035,24.033333
3,Homosassa,FL,312782,28.233333
4,Homosassa Springs,FL,312782,28.233333
5,Hudson,FL,470391,27.733333
1,Hulburt Field,FL,190083,28.133333
6,Immokalee,FL,1015167,31.766666
2,Indialantic,FL,547307,27.733333
1,Indian Harbor Beach,FL,547307,27.733333
9,Inverness,FL,139360,28.233333
171,Jacksonville,FL,1081790,27.600000
7,Jacksonville Beach,FL,879602,27.600000
1,Jasper,FL,14708,34.033333
1,Jennings,FL,14708,34.033333
7,Jensen Beach,FL,432683,27.233333
2,Juno Beach,FL,1356545,23.500000
18,Jupiter,FL,1505362,23.500000
1,Kenneth City,FL,921319,24.666666
5,Key Largo,FL,74809,21.666666
8,Key West,FL,74809,21.666666
7,Keystone Heights,FL,221394,32.400000
49,Kissimmee,FL,2105808,30.533333
8,La Belle,FL,50554,32.266666
6,Lady Lake,FL,404806,28.233333
3,Lake Buena Vista,FL,1489650,28.233333
2,Lake Butler,FL,42261,33.433333
15,Lake City,FL,67966,31.666666
6,Lake Mary,FL,430838,25.533333
1,Lake Panasoffkee,FL,101620,27.900000
2,Lake Park,FL,1356545,23.500000
5,Lake Placid,FL,98128,28.466666
9,Lake Wales,FL,616158,30.533333
18,Lake Worth,FL,1356545,23.500000
42,Lakeland,FL,1893904,30.533333
4,Lamont,FL,55907,32.966666
2,Land O Lakes,FL,470391,27.733333
1,Land O' Lakes,FL,470391,27.733333
8,Lantana,FL,1356545,23.500000
20,Largo,FL,921319,24.666666
2,Lauderdale Lakes,FL,1815137,25.300000
1,Lauderdale-By-The-Sea,FL,1815137,25.300000
2,Lauderhill,FL,1815137,25.300000
12,Leesburg,FL,303186,27.200000
1,Lehigh,FL,645293,25.966666
6,Lehigh Acres,FL,645293,25.966666
7,Live Oak,FL,43656,29.300000
1,Lockhart,FL,1202234,26.266666
13,Longwood,FL,430838,25.533333
2,Loxahatchee,FL,1356545,23.500000
10,Lutz,FL,1748137,27.733333
5,Lynn Haven,FL,171903,27.266666
7,Macclenny,FL,27086,32.733333
2,Madeira Beach,FL,921319,24.666666
3,Madison,FL,18907,32.966666
3,Maitland,FL,1633072,26.266666
5,Marathon,FL,74809,21.666666
2,Marco Island,FL,332427,22.900000
6,Margate,FL,1815137,25.300000
16,Marianna,FL,63691,32.266666
3,Mary Esther,FL,190083,28.133333
2,Mayport,FL,879602,27.600000
2,Medley,FL,2591035,24.033333
23,Melbourne,FL,547307,27.733333
8,Merritt Island,FL,547307,27.733333
242,Miami,FL,2591035,24.033333
10,Miami Beach,FL,2665844,24.033333
1,Miami Gardens,FL,2591035,24.033333
4,Miami Lakes,FL,2591035,24.033333
2,Miami Shores,FL,2591035,24.033333
2,Miami Springs,FL,2591035,24.033333
6,Middleburg,FL,194345,28.066666
9,Milton,FL,158512,27.500000
2,Mims,FL,1044257,27.733333
1,Minneola,FL,303186,27.200000
16,Miramar,FL,4406172,25.300000
1,Miramar Beach,FL,190083,28.133333
2,Monticello,FL,14256,31.900000
12,Mount Dora,FL,1505420,27.400000
8,Mulberry,FL,1893904,30.533333
1,Murdock,FL,162449,26.066666
39,Naples,FL,977720,25.966666
2,Naranja,FL,2591035,24.033333
5,Navarre,FL,158512,27.500000
1,Neptune Beach,FL,879602,27.600000
12,New Port Richey,FL,470391,27.733333
6,New Smyrna Beach,FL,496950,25.866666
15,Niceville,FL,247665,28.133333
1,North De Land,FL,496950,25.866666
6,North Fort Myers,FL,645293,25.966666
6,North Lauderdale,FL,1815137,25.300000
8,North Miami,FL,4406172,25.300000
11,North Miami Beach,FL,4406172,25.300000
2,North Palm Beach,FL,1356545,23.500000
3,North Port,FL,386147,22.433333
7,Oakland Park,FL,1815137,25.300000
38,Ocala,FL,335125,29.833333
8,Ocoee,FL,1202234,26.266666
2,Odessa,FL,1748137,27.733333
21,Okeechobee,FL,870801,32.266666
1,Old Town,FL,16126,32.200000
7,Oldsmar,FL,921319,24.666666
2,Opa Locka,FL,2591035,24.033333
6,Orange City,FL,496950,25.866666
22,Orange Park,FL,194345,28.066666
180,Orlando,FL,1489650,28.233333
27,Ormond Beach,FL,595309,27.766666
8,Oviedo,FL,430838,25.533333
5,Pace,FL,158512,27.500000
1,Pahokee,FL,1356545,23.500000
7,Palatka,FL,73263,31.800000
14,Palm Bay,FL,547307,27.733333
7,Palm Beach Gardens,FL,1356545,23.500000
4,Palm City,FL,432683,27.233333
5,Palm Coast,FL,98359,27.766666
14,Palm Harbor,FL,921319,24.666666
6,Palmetto,FL,333895,25.700000
25,Panama City,FL,171903,27.266666
15,Panama City Beach,FL,229485,27.266666
2,Parrish,FL,333895,25.700000
1,Patrick Afb,FL,547307,27.733333
23,Pembroke Pines,FL,4406172,25.300000
58,Pensacola,FL,302715,28.566666
4,Perrine,FL,2591035,24.033333
